Unitcell_volume,Density,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,Largest_included_sphere,Largest_free_sphere,Largest_included_sphere_along_free_path,name
1067.1,2.17243,204.456,0.1916,0.0881961,0.0,0.0,0.0,91.8116,860.386,396.047,0.0,0.0,0.0,3.94859,3.20856,3.91188,CECVIQ_clean
2764.19,1.41035,292.452,0.1058,0.0750171,0.0,0.0,0.0,145.431,526.123,373.045,0.0,0.0,0.0,4.40055,3.29663,4.35436,qmof-8786e64
8002.81,0.44447,5803.64,0.7252,1.6316,0.0,0.0,0.0,1947.32,2433.29,5474.59,0.0,0.0,0.0,8.60189,7.56791,8.60189,NILGOG_clean
919.393,1.81612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18321,1.01017,2.18321,qmof-1bf321e
2231.81,1.19444,342.583,0.1535,0.128513,0.0,0.0,0.0,137.793,617.403,516.899,0.0,0.0,0.0,4.01405,2.81515,4.01405,WICQOP_clean
869.292,1.84423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33221,1.01386,2.21141,qmof-8296ee6
1495.39,2.59507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049671,0.33216,0.127996,2.8401,2.13677,2.8401,qmof-db6a412
1130.11,1.60141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42567,1.41231,2.42344,qmof-c5d3f8d
877.709,1.47923,341.868,0.3895,0.263313,0.0,0.0,0.0,151.287,1723.66,1165.24,0.0,0.0,0.0,5.06349,3.71152,5.06349,WUPZUE_clean
1255.54,2.11305,0.0,0.0,0.0,60.1403,0.0479,0.0226686,0.0,0.0,0.0,11.5466,91.965,43.5223,3.25029,1.5742,3.24872,qmof-5deed79
1690.84,1.27883,519.934,0.3075,0.240453,0.0,0.0,0.0,229.335,1356.34,1060.6,0.0,0.0,0.0,6.00777,3.19523,5.90809,qmof-8542c76
1447.7,1.47258,58.3424,0.0403,0.027367,23.1632,0.016,0.0108653,26.312,181.75,123.423,6.33522,43.7606,29.717,3.80858,2.90715,3.80858,qmof-71e491b
308.406,2.91331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85562,1.12309,1.6342,qmof-d587b67
780.786,2.4757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54811,0.80568,1.53499,qmof-c794b37
720.964,2.01551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231024,3.20437,1.58986,2.8725,1.25633,2.80045,qmof-230a690
796.224,1.90359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1631,0.97592,2.05281,qmof-a6c2dc0
5446.77,1.05594,0.0,0.0,0.0,1728.26,0.3173,0.300489,0.0,0.0,0.0,740.838,1360.14,1288.08,8.80812,2.22938,8.80812,qmof-f765634
714.06,1.97363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57464,0.78511,1.57464,qmof-8f56928
1425.7,1.27539,352.717,0.2474,0.19398,0.0,0.0,0.0,149.358,1047.62,821.407,0.0,0.0,0.0,5.8735,5.30347,5.77788,qmof-8d3a293
6363.87,1.48692,1056.4,0.166,0.11164,0.0,0.0,0.0,526.111,826.716,555.992,0.0,0.0,0.0,5.07016,2.95224,4.52104,FIHLOZ_clean
665.29,1.72566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65855,1.351,2.65855,qmof-70f4cf7
2400.81,1.5597,378.127,0.1575,0.100981,0.0,0.0,0.0,180.605,752.267,482.314,0.0,0.0,0.0,4.12185,3.5701,4.12173,XEJXER_clean
803.071,2.02284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35277,1.05913,1.96016,qmof-18c3f95
2282.87,0.851796,1344.38,0.5889,0.691362,0.0,0.0,0.0,606.872,2658.38,3120.91,0.0,0.0,0.0,7.12232,4.94733,7.12232,NASRIL_clean
1222.24,1.63762,391.974,0.3207,0.195833,0.0,0.0,0.0,173.55,1419.93,867.066,0.0,0.0,0.0,4.20853,3.5962,4.20853,TEQWER_clean
778.973,2.24375,0.0,0.0,0.0,94.4894,0.1213,0.0540613,0.0,0.0,0.0,25.0035,320.98,143.055,3.74298,1.10478,3.73862,qmof-148f760
4716.22,0.93374,2064.76,0.4378,0.468867,0.0,0.0,0.0,1087.42,2305.71,2469.32,0.0,0.0,0.0,5.16027,3.73514,5.14264,POFGUO_clean
1396.04,1.3396,638.967,0.4577,0.341668,0.0,0.0,0.0,214.246,1534.67,1145.61,0.0,0.0,0.0,9.81819,9.19443,9.81819,QOVDAH_clean
4149.51,0.811705,2706.31,0.6522,0.803494,0.0,0.0,0.0,1021.02,2460.59,3031.38,0.0,0.0,0.0,10.02209,6.26863,9.93272,REYJEM_clean
1254.43,1.18437,424.247,0.3382,0.285552,0.0,0.0,0.0,192.319,1533.12,1294.46,0.0,0.0,0.0,4.29854,3.72014,4.27346,qmof-c43329d
948.166,1.4482,188.116,0.1984,0.136997,0.0,0.0,0.0,77.5865,818.279,565.03,0.0,0.0,0.0,5.92722,4.64895,5.92722,qmof-2eac1e9
2608.21,1.48991,1039.11,0.3984,0.267398,0.0,0.0,0.0,485.664,1862.06,1249.78,0.0,0.0,0.0,5.58391,4.38224,5.56225,XINZEB_clean
1520.45,2.32794,453.245,0.2981,0.128053,0.0,0.0,0.0,197.047,1295.98,556.707,0.0,0.0,0.0,5.34669,4.59707,5.34669,EGABAR_clean
635.433,2.10794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57684,0.8701,1.57526,qmof-ed19d45
582.865,1.83069,0.0,0.0,0.0,47.62,0.0817,0.0446279,0.0,0.0,0.0,9.92314,170.248,92.9964,3.5823,2.49543,3.5823,qmof-80a362e
876.946,1.78846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79383,0.7008,1.79383,qmof-4f76e00
3289.66,1.37347,425.024,0.1292,0.0940683,0.0,0.0,0.0,185.922,565.171,411.491,0.0,0.0,0.0,5.95868,4.19958,5.95033,qmof-825793e
782.215,1.6354,0.0,0.0,0.0,45.9942,0.0588,0.0359545,0.0,0.0,0.0,11.4954,146.959,89.8614,3.21851,2.27561,3.21851,qmof-666050e
5511.92,1.18498,1745.63,0.3167,0.267261,0.0,0.0,0.0,817.077,1482.38,1250.97,0.0,0.0,0.0,5.48228,4.93668,5.47166,AZAVUU_clean
678.573,1.77362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87282,0.87497,1.87282,qmof-175b6da
39200.1,0.302864,33527.8,0.8553,2.82404,0.0,0.0,0.0,5468.76,1395.09,4606.32,0.0,0.0,0.0,28.54072,12.23604,28.54072,KOZQIB_clean
2722.81,1.38763,0.0,0.0,0.0,557.904,0.2049,0.147662,0.0,0.0,0.0,260.402,956.371,689.212,4.88707,2.40262,4.88183,TUKCUZ_clean
31703.4,0.589363,21139.8,0.6668,1.13139,0.0,0.0,0.0,8657.5,2730.78,4633.45,0.0,0.0,0.0,10.08331,7.17795,10.08331,GAHWIX_clean
869.958,1.86042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390364,4.48716,2.4119,2.91389,2.14699,2.78684,qmof-c060980
828.773,1.8129,134.758,0.1626,0.0896907,0.0,0.0,0.0,58.6233,707.351,390.177,0.0,0.0,0.0,4.47433,3.73337,4.44776,qmof-23d17f0
1014.27,1.44403,351.75,0.3468,0.240161,0.0,0.0,0.0,161.693,1594.18,1103.98,0.0,0.0,0.0,4.97341,3.12976,4.97341,qmof-83e5a32
315.619,2.13614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47593,0.61681,1.46831,qmof-6b29b88
1072.02,1.81503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933502,8.70789,4.79766,2.99511,0.84247,2.95342,qmof-208d642
1649.47,2.03283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37132,26.5013,13.0367,2.96864,1.56269,2.92823,qmof-20a983a
1157.9,1.44474,193.021,0.1667,0.115384,0.0,0.0,0.0,88.1889,761.63,527.175,0.0,0.0,0.0,4.51467,2.9568,4.51467,qmof-921b996
4369.35,0.895525,2845.76,0.6513,0.727283,0.0,0.0,0.0,1001.02,2291.0,2558.27,0.0,0.0,0.0,8.78853,7.51009,8.78711,LOWQIX_clean
2636.72,1.58139,0.0,0.0,0.0,549.229,0.2083,0.13172,0.0,0.0,0.0,235.509,893.189,564.813,4.72967,1.80017,4.40596,qmof-4a07d68
439.762,2.36411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78376,0.11475,0.78376,qmof-0f0c1d0
1792.51,1.10493,558.905,0.3118,0.282191,0.0,0.0,0.0,254.776,1421.33,1286.36,0.0,0.0,0.0,4.82998,3.49582,4.73686,WILNEL01_clean
1915.32,1.74103,211.068,0.1102,0.0632957,0.0,0.0,0.0,83.8252,437.657,251.377,0.0636445,0.332292,0.190859,4.1572,2.83674,4.1572,PASNEE_clean
7304.75,2.0627,0.0,0.0,0.0,975.914,0.1336,0.0647696,0.0,0.0,0.0,521.011,713.25,345.786,4.37654,2.76711,4.36181,HIYMAF_clean
615.293,2.04062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54079,0.89341,1.24662,qmof-ccee605
1200.7,1.21088,625.446,0.5209,0.430182,0.0,0.0,0.0,295.8,2463.56,2034.51,0.0,0.0,0.0,4.83098,3.31633,4.67937,CUTGEE_clean
786.979,1.95385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19569,1.35949,2.19245,qmof-b9c921d
1089.73,1.66843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.957,0.92124,1.69862,qmof-d655f8d
952.854,2.18316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17673,0.99387,2.17673,qmof-bbeeb23
737.117,1.45683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98311,0.82121,1.74643,qmof-b6f0cb7
762.724,1.70105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29079,1.12089,2.00834,qmof-a5171a8
2087.56,1.78668,0.0,0.0,0.0,324.406,0.1554,0.0869768,0.0,0.0,0.0,148.656,712.105,398.563,3.96462,2.41854,3.93898,ACALIB_clean
2569.45,1.16239,975.879,0.3798,0.326742,0.0,0.0,0.0,496.868,1933.75,1663.6,0.0,0.0,0.0,4.71675,3.80429,4.61375,qmof-73c2099
858.634,2.71798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0532,0.74563,2.0532,qmof-f2f2969
2677.39,1.79667,971.625,0.3629,0.201985,0.0,0.0,0.0,525.974,1964.5,1093.41,0.0,0.0,0.0,4.77323,4.07807,4.77323,UGUGUZ_clean
515.248,2.1371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40493,1.21669,2.40493,qmof-500d20d
2386.92,1.41425,376.657,0.1578,0.111578,39.1455,0.0164,0.0115962,171.627,719.03,508.417,11.9193,49.9358,35.309,5.8594,3.48856,5.85278,HUDMAW_clean
8384.94,0.880755,4167.32,0.497,0.564288,0.0,0.0,0.0,1772.31,2113.69,2399.86,0.0,0.0,0.0,8.195,5.34897,7.91824,UNAZIT_clean
753.029,2.37422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05519,1.01843,2.05519,qmof-6e0dd49
2650.28,1.05876,657.269,0.248,0.234235,0.0,0.0,0.0,330.162,1245.76,1176.62,0.0,0.0,0.0,5.25617,3.49649,5.25539,COKFAK_clean
2857.63,1.2063,0.0,0.0,0.0,392.067,0.1372,0.113736,0.0,0.0,0.0,188.536,659.763,546.932,4.07096,2.21194,3.92692,qmof-cadb941
22271.0,0.598403,15698.9,0.7049,1.17797,0.0,0.0,0.0,5257.01,2360.47,3944.62,0.0,0.0,0.0,20.17117,6.28287,20.17117,TOFTIT_clean
3486.87,1.70928,0.0,0.0,0.0,464.102,0.1331,0.0778692,0.0,0.0,0.0,192.93,553.305,323.707,4.9692,1.4214,4.85201,qmof-f063710
3690.04,1.20795,1444.65,0.3915,0.324102,0.0,0.0,0.0,610.841,1655.38,1370.4,0.0,0.0,0.0,8.02619,6.04283,8.02619,OLANAS_clean
1485.16,1.38322,0.0,0.0,0.0,181.932,0.1225,0.0885617,0.0,0.0,0.0,65.0139,437.757,316.478,4.45339,1.78316,4.36887,qmof-f91eaa7
2504.7,1.06278,1081.78,0.4319,0.406388,0.0,0.0,0.0,526.316,2101.32,1977.19,0.0,0.0,0.0,5.32103,3.97276,4.91756,PACYAW_clean
724.708,2.28781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2123,1.14501,1.91738,qmof-ab01344
1167.07,1.49648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72806,1.16222,2.69719,qmof-c7ade9c
822.499,2.44304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91405,1.07995,1.6313,qmof-45804f7
12773.0,1.0029,7520.73,0.5888,0.587096,0.0,0.0,0.0,3132.24,2452.24,2445.14,0.0,0.0,0.0,10.91726,6.85852,7.70966,PEPFAT_clean
1083.08,2.35873,0.0,0.0,0.0,95.094,0.0878,0.0372234,0.0,0.0,0.0,31.9952,295.411,125.241,3.8182,2.70554,3.74661,qmof-0eca7ba
1095.29,1.17037,340.087,0.3105,0.2653,0.0,0.0,0.0,162.934,1487.59,1271.04,0.0,0.0,0.0,5.28042,3.84303,5.01194,SEJBAL_clean
1566.41,1.74992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506905,3.2361,1.84928,2.87933,1.38835,2.87933,qmof-1f8643a
1059.07,1.77755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1008,1.10421,2.1008,qmof-d99607b
1393.08,3.74291,654.47,0.4698,0.125517,0.0,0.0,0.0,298.045,2139.47,571.605,0.0,0.0,0.0,5.87733,4.42071,5.87661,ABESUX_clean
863.768,2.85336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94602,1.27468,1.90234,qmof-5dd6ad5
2414.45,1.14919,652.142,0.2701,0.235035,0.0,0.0,0.0,310.834,1287.39,1120.26,0.0,0.0,0.0,6.16888,3.31597,5.20546,qmof-a7c79f1
1141.3,1.19412,451.842,0.3959,0.331541,0.0,0.0,0.0,191.031,1673.79,1401.7,0.0,0.0,0.0,5.49315,5.23582,5.46639,KAYBUJ_clean
969.799,1.72868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95114,0.94976,1.84143,qmof-6e6dabb
756.662,1.81331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08225,1.33173,2.08225,qmof-e78085a
26182.7,0.493271,17762.4,0.6784,1.37531,0.0,0.0,0.0,5126.37,1957.92,3969.26,0.0,0.0,0.0,16.02097,15.78984,16.02097,XIDSUZ_clean
488.271,1.79183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88738,0.98012,1.66957,qmof-425ee31
4556.06,1.46865,759.495,0.1667,0.113506,0.0,0.0,0.0,385.737,846.646,576.479,0.0,0.0,0.0,5.96247,3.03283,5.10981,qmof-d0086fd
25656.8,0.433579,19565.9,0.7626,1.75885,0.0,0.0,0.0,5730.08,2233.35,5150.98,0.0,0.0,0.0,11.56521,8.64377,10.66296,EFAYIU_clean
591.62,1.81286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74412,1.10735,1.74412,qmof-1eb514c
833.371,1.63112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27483,0.93017,2.27483,qmof-7980106
3091.44,1.81543,977.205,0.3161,0.174118,0.0,0.0,0.0,448.204,1449.82,798.61,0.0,0.0,0.0,5.62009,4.59141,5.5289,OQIQIQ_clean
1858.05,1.14225,1063.92,0.5726,0.501292,0.0,0.0,0.0,471.821,2539.33,2223.1,0.0,0.0,0.0,6.12983,4.98405,6.10443,MITSAK_clean
612.0,1.68625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14774,1.12764,2.14774,qmof-740e83b
1060.87,1.38922,268.399,0.253,0.182117,0.0,0.0,0.0,103.857,978.983,704.702,0.0,0.0,0.0,4.68765,2.82604,4.68765,ASALOV_clean
940.951,1.40863,0.0,0.0,0.0,191.578,0.2036,0.144537,0.0,0.0,0.0,71.2588,757.306,537.617,3.84421,2.6652,3.84421,qmof-ab32015
1158.36,2.3113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08346,17.9863,7.78189,2.98096,1.62944,2.98096,qmof-a1e9424
1734.63,2.29972,707.382,0.4078,0.177326,0.0,0.0,0.0,290.653,1675.59,728.608,0.0,0.0,0.0,7.0971,4.93121,7.06698,OVUDAL_clean
2600.04,2.71833,0.0,0.0,0.0,430.827,0.1657,0.0609566,0.0,0.0,0.0,158.495,609.584,224.25,5.12223,2.42803,5.10312,IPIMEA_clean
832.349,1.57219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42861,1.34971,2.41518,qmof-a633b21
951.456,2.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55307,0.79615,1.54275,qmof-9383360
991.171,1.83221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79896,0.87924,1.76096,qmof-1faa948
903.45,1.7024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92604,0.99874,1.91732,qmof-e25f3a3
6449.57,0.995112,2987.44,0.4632,0.465475,0.0,0.0,0.0,1537.97,2384.62,2396.33,0.0,0.0,0.0,5.94246,4.25779,5.52872,XOMCIN_clean
3710.14,1.5718,2426.06,0.6539,0.41602,0.0,0.0,0.0,1035.3,2790.45,1775.32,0.0,0.0,0.0,7.3397,5.48554,7.07515,RASGAT_clean
816.627,1.27821,0.0,0.0,0.0,11.5961,0.0142,0.0111093,0.0,0.0,0.0,4.53874,55.5791,43.482,3.01686,1.8927,3.01686,qmof-fa3dfd9
1288.0,1.44974,340.805,0.2646,0.182516,0.0,0.0,0.0,160.949,1249.6,861.947,0.0,0.0,0.0,5.43455,2.85461,4.82596,JAJLAK_clean
8376.78,1.53002,1095.68,0.1308,0.0854889,0.0,0.0,0.0,517.567,617.859,403.823,0.0,0.0,0.0,6.7192,5.735,6.70984,REYPES_clean
382.918,3.29449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25666,0.63985,1.25666,qmof-e8e4106
2762.58,1.50231,0.0,0.0,0.0,450.578,0.1631,0.108566,0.0,0.0,0.0,187.281,677.919,451.251,4.32697,1.92451,4.32083,qmof-ccbc5fe
1201.55,1.3595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4803,28.965,21.3056,3.01602,1.82635,3.01602,qmof-b47e703
988.83,1.53602,426.186,0.431,0.280595,0.0,0.0,0.0,168.664,1705.69,1110.46,0.0,0.0,0.0,6.73643,6.29515,6.73643,LATPIG_clean
1072.43,1.83283,0.0,0.0,0.0,30.7788,0.0287,0.0156588,0.0,0.0,0.0,7.45614,69.5255,37.9334,3.24401,1.49058,3.23047,qmof-a1ad69d
1815.55,2.05803,270.154,0.1488,0.0723023,0.0,0.0,0.0,118.714,653.872,317.718,0.0,0.0,0.0,4.56804,4.24723,4.5575,qmof-fc59056
4613.34,1.04758,1390.0,0.3013,0.287616,0.0,0.0,0.0,763.347,1654.65,1579.5,0.0,0.0,0.0,5.90298,3.79569,5.88477,CETJAN_clean_h
2078.27,1.21032,453.687,0.2183,0.180365,0.0,0.0,0.0,193.393,930.548,768.843,0.0,0.0,0.0,4.57745,2.89452,4.57745,qmof-62d743e
1250.98,2.06781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3278,0.50387,1.3143,qmof-4ebaa8e
1919.5,1.56686,371.806,0.1937,0.123623,0.0,0.0,0.0,165.382,861.589,549.882,0.0,0.0,0.0,4.64794,3.1444,4.54779,qmof-e8fa064
582.642,2.06695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37809,0.75562,2.37809,qmof-f755f31
693.639,1.95185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55386,1.33396,2.5506,qmof-d901bbc
3320.59,2.40269,1087.82,0.3276,0.136347,0.0,0.0,0.0,499.012,1502.78,625.46,0.0,0.0,0.0,6.51299,4.71169,6.50683,YAYPOF_clean
2220.67,1.16378,1265.78,0.57,0.489781,0.0,0.0,0.0,604.3,2721.26,2338.28,0.0,0.0,0.0,6.21348,5.18247,6.21348,SOTWOP_clean
1172.41,1.91324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55174,1.32408,2.55174,qmof-e2e5a46
640.529,2.66625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83732,0.9229,1.82459,qmof-b88da61
2716.58,1.45447,412.919,0.152,0.104505,0.0,0.0,0.0,186.81,687.669,472.797,0.0,0.0,0.0,4.56643,4.07425,4.56643,qmof-3b03b08
1257.47,1.70556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41215,1.13515,2.33404,qmof-adde133
1092.27,1.80445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42181,1.09577,2.42181,qmof-b5487b6
2459.18,1.32713,871.04,0.3542,0.266891,0.0,0.0,0.0,363.273,1477.21,1113.09,0.0,0.0,0.0,7.18891,6.01454,7.17466,qmof-c1f4bcc
5411.16,1.09653,1663.93,0.3075,0.28043,0.0,0.0,0.0,887.511,1640.15,1495.76,0.0,0.0,0.0,5.06256,4.10802,5.05298,WUNVUX_clean
1932.44,1.30605,0.0,0.0,0.0,557.124,0.2883,0.220742,0.0,0.0,0.0,211.389,1093.89,837.559,4.5594,2.63084,4.55037,REZJIR03_clean
1765.91,0.915504,799.604,0.4528,0.494591,0.0,0.0,0.0,373.505,2115.08,2310.29,0.0,0.0,0.0,6.43475,4.6786,6.43475,qmof-c0f392b
949.525,1.49997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17353,1.11417,2.17353,qmof-75d4f07
2787.4,1.11804,922.071,0.3308,0.295875,0.0,0.0,0.0,432.078,1550.11,1386.46,0.0,0.0,0.0,5.27907,4.60889,5.26076,PAQVEK_clean
1315.39,2.57758,155.216,0.118,0.0457794,0.0,0.0,0.0,63.7543,484.681,188.037,0.0,0.0,0.0,4.46487,2.94595,4.46134,EBEGID_clean
922.309,1.56674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92701,1.13565,1.92701,qmof-0f7138b
8415.05,0.619603,4936.27,0.5866,0.946736,0.0,0.0,0.0,1771.54,2105.2,3397.67,0.0,0.0,0.0,10.21966,9.4107,10.21966,CETGOY_clean
1480.04,2.13114,349.142,0.2359,0.110692,0.0,0.0,0.0,147.483,996.482,467.582,0.0,0.0,0.0,4.2216,2.88893,4.2216,QUKYUR_clean
406.905,2.33443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11731,0.72185,2.11731,qmof-ee3aaa6
520.008,2.40642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90022,0.94798,1.90022,qmof-14d74fb
773.184,1.63162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04014,0.93218,2.04014,qmof-31a720c
1547.43,1.02848,653.788,0.4225,0.410802,0.0,0.0,0.0,333.748,2156.79,2097.07,0.0,0.0,0.0,4.92252,4.16141,4.92016,WUTKIG_clean
1937.12,1.57979,334.152,0.1725,0.109192,0.0,0.0,0.0,156.867,809.795,512.597,0.0,0.0,0.0,4.74887,3.57783,4.74887,EBEMII_clean
16180.6,0.54542,11739.0,0.7255,1.33017,0.0,0.0,0.0,3107.87,1920.74,3521.57,0.0,0.0,0.0,23.87439,6.75259,21.6654,IZEPEJ_clean
676.68,1.67674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83336,0.90905,1.67803,qmof-d89f5f4
1251.47,2.0561,0.0,0.0,0.0,154.557,0.1235,0.0600651,0.0,0.0,0.0,46.1519,368.781,179.359,3.37247,2.70845,3.37247,qmof-92fea06
3462.02,1.53127,0.0,0.0,0.0,197.681,0.0571,0.0372893,0.0,0.0,0.0,68.6218,198.213,129.444,4.23441,2.24973,4.23312,qmof-fe832cc
1297.75,1.88423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57511,0.93367,1.54186,qmof-4b2af63
3686.39,0.965915,1651.5,0.448,0.463809,74.8338,0.0203,0.0210164,758.143,2056.6,2129.17,26.1519,70.9418,73.4452,7.75044,3.51244,7.72989,MUTDEM_clean
2315.38,1.66043,0.0,0.0,0.0,212.32,0.0917,0.0552266,0.0,0.0,0.0,89.6623,387.247,233.221,3.87778,1.01179,3.87778,qmof-26b7a46
1343.95,1.27847,792.258,0.5895,0.461097,0.0,0.0,0.0,332.277,2472.4,1933.87,0.0,0.0,0.0,6.72761,5.04686,6.72761,YIWNUN_clean
873.436,2.14472,0.0,0.0,0.0,222.901,0.2552,0.11899,0.0,0.0,0.0,85.3206,976.839,455.462,6.19383,1.35763,6.19383,qmof-2a3ee68
1753.2,1.11997,649.56,0.3705,0.330812,0.0,0.0,0.0,296.715,1692.42,1511.13,0.0,0.0,0.0,5.40498,4.5592,5.40498,CUQROX_clean
780.896,1.55775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67418,1.02398,1.67418,qmof-2f1cd7a
1176.32,1.6957,0.0,0.0,0.0,17.1743,0.0146,0.00860999,0.0,0.0,0.0,7.35121,62.4931,36.8537,3.28727,1.66054,3.13093,qmof-0b8f2da
578.201,2.64182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51444,0.67541,1.33295,qmof-9b21ed3
